© 2000-2017 QIAGEN. All rights reserved.

Analysis Details for My Projects->Miyoung->11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM
Workspace	My Projects
Project	Miyoung
Analysis	11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM
Date	Wed Nov 22 07:55:53 PST 2017
Analysis ID	15713973

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Miyoung->11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	fatty acid	chemical - endogenous mammalian	 	 	 	 	 	8.83E-04	CPT1B,CXCL8,IL1B,IL6,LEPR,MMP9,NR4A1,NR4A2,SCD,VCAM1	ATF2,CEBPB,CREB1,Creb,D-glucose,FOXO1,JUN,NFKB1,NFkB (complex),NR1H3,PPARA,PPARG,Pkc(s),RELA,SREBF1,SREBF2,STAT3,cholesterol,fatty acid,palmitic acid	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	IKBKE	kinase	 	 	 	 	 	8.96E-04	CXCL2,CXCL8,IFI16,IFIH1,IL1A,IL6,MMP3,MMP9	ACTN4,Ap1,CHUK,IKBKB,IKBKE,IRF3,IRF7,JUN,NFKB1,NFKBIA,NFkB (complex),NOTCH1,RELA,SMAD3,STAT1,STAT3,TANK	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	entinostat	chemical drug	 	 	 	 	 	8.96E-04	DUSP1,GSN,MMP1,MMP3,MMP9,PMAIP1,RORC,RUNX2	ATF2,Ap1,EGFR,EGR1,ERK,ESR1,FOSL1,FOXO1,IL6,JUN,Jnk,NFKB1,NFKBIA,NFkB (complex),NR3C1,RELA,SMAD3,STAT3,entinostat	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	tributyrin	chemical drug	 	 	 	 	 	8.96E-04	CCL20,CD46,CXCL8,DUSP1,IL1B,IL24,IL6,RGS4	CTNNB1,EP300,HDAC1,HDAC2,HDAC3,NCOR2,PPARG,RELA,SNAI1,THRB,TP53,tributyrin	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	xanthohumol	chemical - endogenous non-mammalian	 	 	 	 	 	9.10E-04	CSRP3,FOS,IL1B,LY96,RUNX2,SCD	Akt,FOXO1,HDAC1,IRF8,NFKB1,NFkB (complex),NOTCH1,RELA,STAT1,STAT3,STAT6,xanthohumol	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	alpha-tocopherol	chemical drug	 	 	 	 	 	9.13E-04	IL1A,IL1B,IL6,PMAIP1,PPARG	Akt,Ap1,BCL6,FOXO1,IL1A,IL2,JUN,LDL,NFKB1,NFKBIA,NFkB (complex),NOTCH1,NR3C1,RELA,SP1,STAT3,alpha-tocopherol	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	geranylgeranyl pyrophosphate	chemical - endogenous mammalian	 	 	 	 	 	9.13E-04	BMP2,IL1B,MMP9,VCAM1,VEGFA	ACTN4,Ap1,ERK1/2,FOSL1,IL18,JUN,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,RELA,STAT3,geranylgeranyl pyrophosphate	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	rimonabant	chemical drug	 	 	 	 	 	9.13E-04	CXCL8,FOS,IL1B,IL6,MMP9	ATF2,Akt,Ap1,EGR1,FOS,FOSL1,FOXO1,JUN,Jnk,MAPK1,Mapk,NFKB1,NFkB (complex),NOTCH1,NR3C1,RELA,STAT1,STAT3,TP53,nitric oxide,rimonabant	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	homocysteine	chemical - endogenous mammalian	 	 	 	 	 	9.24E-04	CXCL8,F3,GADD45A,IL1B,IL6,PMAIP1,SNAI2,VCAM1,VEGFA	ATF2,Akt,Ap1,EGR1,ESR1,FOS,FOXO1,JUN,Jnk,NFKB1,NFKBIA,NFkB (complex),NOTCH1,RELA,SP1,homocysteine	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	resveratrol	chemical drug	 	 	 	 	 	9.24E-04	BMP2,CCNA1,CXCL2,CXCL8,EGR1,F3,FAS,FOS,GDF15,IL1B,IL6,ITGA1,KDR,MMP1,MMP3,MMP9,PDK4,PPARG,SOST,VCAM1	Ap1,EGR1,IL1B,JUN,Jnk,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,RELA,SP1,resveratrol	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	16,16-dimethylprostaglandin E2	chemical - endogenous mammalian	 	 	 	 	 	9.58E-04	FOS,IL1B,PTGER2	16,16-dimethylprostaglandin E2,Akt,FOXO1,NFKB1,NFkB (complex),NOTCH1,RELA	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	AGR2	other	 	 	 	 	 	9.58E-04	AREG,EGR1,FOS	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	AKIRIN2	other	 	 	 	 	 	9.58E-04	DUSP1,IL6,MMP9	AKIRIN2,Ap1,CTNNB1,ERK1/2,FOSL1,MMP9,NFKB1,NFkB (complex),NOTCH1,RELA	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	AP20187	chemical reagent	 	 	 	 	 	9.58E-04	CEBPB,EGR1,FOS	AP20187,ATF2,Akt,Ap1,Creb,FOS,FOSL1,FOXO1,JUN,MAPK1,MAPK3,Mapk,NFKB1,NFkB (complex),NOTCH1,NR3C1,RELA,STAT1,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	CLIC4	ion channel	 	 	 	 	 	9.58E-04	CXCL2,IL1B,IL6	Ap1,CCL5,CLIC4,CREB1,FOXO1,IRF3,IRF7,JUN,NFKB1,NFKBIA,NFkB (complex),NR3C1,PPARG,RAC1,RELA,RHOA,SMAD3,STAT1,STAT3,TNF,TP53	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	CYP4F2	enzyme	 	 	 	 	 	9.58E-04	IL6,KDR,VEGFA	ATF2,Ap1,CYP4F2,F10,F2,F7,FOXO1,IL6,JUN,NFKB1,NFkB (complex),RELA,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	IL18RAP	transmembrane receptor	 	 	 	 	 	9.58E-04	CXCL8,IL1A,IL6	Ap1,EGR1,IL18,IL18RAP,IRF1,JUN,Jnk,MYD88,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,RELA,SP1	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	P2RY1	g-protein coupled receptor	 	 	 	 	 	9.58E-04	FOS,IL6,VCAM1	ATP,Ap1,CREB1,Ca2+,Creb,FOSL1,JUN,LEP,NFKB1,NFKBIA,NFkB (complex),NR3C1,P2RY1,PPARG,RELA,STAT3,cyclic AMP,norepinephrine	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	PILRA	other	 	 	 	 	 	9.58E-04	CXCL2,IL1B,IL6	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	ST14	peptidase	 	 	 	 	 	9.58E-04	CXCL8,MMP1,MMP3	Ap1,ERK1/2,FOSL1,JUN,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,RELA,ST14	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	TNFRSF10B	transmembrane receptor	 	 	 	 	 	9.58E-04	CXCL8,IL6,MMP3	Ap1,CREB1,EGR1,FOS,FOSL1,HIF1A,JUN,Jnk,MAPK8,Mapk,NFKB1,NFKBIA,NFkB (complex),RELA,TNFRSF10B,TNFSF10,TP53	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	TPCA-1	chemical - kinase inhibitor	 	 	 	 	 	9.58E-04	CXCL8,IL1B,IL6	Ap1,IKBKB,NFKB1,NFKBIA,NFkB (complex),NR3C1,RELA,STAT1,STAT3,TP53,TP63,TPCA-1	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	TSC22D1	transcription regulator	 	 	 	 	 	9.58E-04	CXCL8,IL1B,IL6	Ap1,CTNNB1,JUN,NFkB (complex),RELA,SMAD3,SMAD4,SP1,TP53,TP63,TP73,TSC22D1	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	Tlr11	transmembrane receptor	 	 	 	 	 	9.58E-04	CXCL8,IL1B,IL6	Ap1,FOS,FOSL1,HIF1A,IRAK1,IRAK4,IRF1,IRF3,IRF6,IRF8,JUN,Mapk,NFKB1,NFKBIA,NFKBIB,NFkB (complex),RELA,SQSTM1,STAT1,STAT3,TRAF6,Tlr11	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	nadifloxacin	chemical drug	 	 	 	 	 	9.58E-04	CXCL8,IL1A,IL6	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	raclopride	chemical drug	 	 	 	 	 	9.58E-04	FOS,NR4A1,NR4A2	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	ubiquinone 9	chemical - endogenous non-mammalian	 	 	 	 	 	9.58E-04	IL1A,IL1B,IL6	Ap1,BCL6,EGR1,IL1A,IL1B,IL2,JUN,Jnk,NFKB1,NFKBIA,NFkB (complex),NR3C1,RELA,SP1,STAT3,ubiquinone 9	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	vinpocetine	chemical drug	 	 	 	 	 	9.58E-04	CXCL8,IL1B,VCAM1	Ap1,IKBKB,IKK (complex),JUN,NFKB1,NFKBIA,NFKBIB,NFkB (complex),RELA,SP1,vinpocetine	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	10-nitrooleate	chemical - endogenous mammalian	 	 	 	 	 	9.67E-04	CXCL8,IL6,PPARG,VCAM1	10-nitrooleate,Ap1,CHUK,FOXO1,IL6,JUN,NFKB1,NFKBIA,NFkB (complex),NOTCH1,NR1H3,NR3C1,PPARA,PPARG,RELA,SP1,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	C1QA	peptidase	 	 	 	 	 	9.67E-04	EGR1,F3,IL6,MAP2	C1QA,PRNP,RELA	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	C1q	complex	 	 	 	 	 	9.67E-04	CXCL8,IL6,MERTK,VCAM1	ATF2,Ap1,C1q,CREB1,CREM,CTNNB1,ERK1/2,FOS,FOSL1,IgG,JUN,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,RELA,SREBF1,SREBF2,STAT3,cholesterol	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	GNA13	enzyme	 	 	 	 	 	9.67E-04	CXCL8,EGR1,FOS,VEGFA	AKT1,ATF2,CTNNB1,ERK,FOS,FOSL1,GNA13,JUN,MAP3K1,NFKB1,NFKBIA,NFKBIB,NFkB (complex),P38 MAPK,RELA,SMAD3,SP1,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	MAML1	transcription regulator	 	 	 	 	 	9.67E-04	CXCL8,EGR1,IL1A,IL1B	ACTN4,Ap1,EGR1,JUN,MAML1,NFKB1,NFKBIA,NFkB (complex),NOTCH1,NR3C1,RELA,SMAD3,SP1,STAT3,TP53	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	PADI2	enzyme	 	 	 	 	 	9.67E-04	CXCL2,CXCL8,IL6,SNAI2	Ap1,FOS,JUN,NFKB1,NFKBIA,NFkB (complex),PADI2,RARA,RELA,SP1,estrogen receptor	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	PROCR	other	 	 	 	 	 	9.67E-04	ANGPT1,GBP4,MMP9,PELI1	Ap1,F2R,FOS,HMGB1,JUN,NFKB1,NFkB (complex),PROC,PROCR,RELA	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	PTAFR	g-protein coupled receptor	 	 	 	 	 	9.67E-04	CXCL2,CXCL8,IL1B,IL6	ARRB2,Ap1,CREB1,CTNNB1,Ca2+,Creb,FOS,FOSL1,JUN,Mapk,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,PTAFR,RELA,SP1,TP53	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	SHARPIN	other	 	 	 	 	 	9.67E-04	CASP1,CXCL2,IL1B,IL6	Ap1,CASP8,CREB1,FOXO1,HIF1A,IKBKG,NFKB1,NFKBIA,NFKBIB,NFkB (complex),PTEN,REL,RELA,SHARPIN,STAT1,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	UCP2	transporter	 	 	 	 	 	9.67E-04	EPAS1,IL1B,IL6,SCD	Ap1,CEBPB,CREB1,EGR1,FOXO1,IRF3,Insulin,JUN,NFATC1,NFKB1,NFKBIA,NFkB (complex),NR1H3,NR3C1,PPARA,PPARD,PPARG,RELA,SIRT1,UCP2,fatty acid,palmitic acid	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	leukotriene C4	chemical - endogenous mammalian	 	 	 	 	 	9.67E-04	CXCL8,EGR1,FOS,VCAM1	ATF2,Ap1,CREB1,FOS,HIF1A,JUN,JUND,NFKB1,NFKBIA,NFkB (complex),NR3C1,RAC1,RELA,TP53,leukotriene C4	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	7beta-hydroxycholesterol	chemical - endogenous mammalian	 	 	 	 	 	9.68E-04	NR4A1,NR4A2	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	ADAMTS9	peptidase	 	 	 	 	 	9.68E-04	MMP9,VEGFA	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	AFAP1L2	other	 	 	 	 	 	9.68E-04	CXCL8,IL6	AFAP1L2,AKT1,ATF2,Akt,Ap1,CREB1,CTNNB1,Creb,FOS,FOXO1,GSK3B,JUN,NFKB1,NFKBIA,NFKBIB,NFkB (complex),NOTCH1,PIK3R1,RELA,SNAI1,SRC,TP53	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	COL17A1	other	 	 	 	 	 	9.68E-04	CXCL8,IL6	Ap1,COL17A1,JUN,NFKB1,NFkB (complex),RAC1,RELA	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	FBXO25	enzyme	 	 	 	 	 	9.68E-04	EGR1,FOS	ELK1,FBXO25,FOS,Hdac,SRF	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	GNA14	enzyme	 	 	 	 	 	9.68E-04	CXCL8,IL6	ATF2,Ap1,FOS,GNA14,JUN,NFKB1,RELA,SRC,STAT1,STAT3,TP53,TP63	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	GPR32	g-protein coupled receptor	 	 	 	 	 	9.68E-04	CXCL8,IL6	Ap1,CREB1,Ca2+,Creb,FOSL1,GPR32,MAP3K7,NFKB1,NFKBIA,NFkB (complex),RELA	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	LAMA3	other	 	 	 	 	 	9.68E-04	IL1B,MMP1	Ap1,ERK,ERK1/2,FOSL1,JUN,LAMA3,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,RELA,SMAD3,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	MLXIP	other	 	 	 	 	 	9.68E-04	ARRDC4,TXNIP	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	MSK1/2	group	 	 	 	 	 	9.68E-04	DUSP1,FOS	CREBBP,CTNNB1,Creb,EP300,MSK1/2,NCOA2,TP53	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	Par	group	 	 	 	 	 	9.68E-04	CCL20,IL6	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	TMEM9B	other	 	 	 	 	 	9.68E-04	CXCL8,IL6	Ap1,NFKB1,NFKBIA,NFkB (complex),NR3C1,RELA,TMEM9B	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	W-54011	chemical reagent	 	 	 	 	 	9.68E-04	IL1B,IL6	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	Z-YVAD-FMK	chemical reagent	 	 	 	 	 	9.68E-04	CXCL8,IL1B	Ap1,EGR1,ESR1,JUN,Jnk,NFKB1,NFKBIA,NFkB (complex),RELA,SP1,Z-YVAD-FMK	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	CAT	enzyme	 	 	 	 	 	9.69E-04	CXCL8,GCLC,IL6,MMP1,MMP9,PMAIP1,VCAM1	ATF2,ATP,Ap1,CAT,FOS,JUN,LDL,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,RELA,SP1,SRC	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	deoxycholate	chemical - endogenous mammalian	 	 	 	 	 	9.69E-04	CXCL8,EGR1,GJA1,IL6,NR4A1,SLC1A3,TP63	ATF2,Ap1,EGR1,FOS,FOSL1,JUN,JUND,Jnk,Mapk,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,RELA,deoxycholate	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	methylselenic acid	chemical reagent	 	 	 	 	 	9.79E-04	ABCA5,ACKR3,ADD3,AKR1C1/AKR1C2,BACH1,DNAJB9,GABRR2,GADD45A,GDF15,NREP,RAB29,RAPGEF4,RHOB,SCD,SNAI2,SSBP2,VEGFA,ZNF345	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	XBP1	transcription regulator	 	 	 	 	 	9.83E-04	BET1,COG6,CXCL2,CXCL8,DNAJB9,ERO1B,FAS,FKBP7,IL24,IL6,KDELR3,PRDM1,RAB33B,S1PR1,SCD,VCAM1	Ap1,CXCL8,EGR1,ERN1,FOXO1,IRF3,Immunoglobulin,JUN,NFATC1,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,PPARG,RELA,SIRT1,STAT3,XBP1	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	E. coli lipopolysaccharide	chemical - endogenous non-mammalian	 	 	 	 	 	9.92E-04	CEBPB,CXCL2,CXCL8,IL15,IL1B,IL6,MMP9,VCAM1	AGER,Ap1,CD14,CEBPB,CREB1,CTNNB1,E. coli lipopolysaccharide,FOS,FOSL1,IL17A,JUN,Mapk,NFKB1,NFKBIA,NFkB (complex),RELA,SP1,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	JUND	transcription regulator	 	 	 	 	 	9.92E-04	F3,IL6,MMP1,MMP3,MMP9,NR4A1,RUNX2,VEGFA	ATF2,Ap1,ESR1,FOS,FOSL2,IFNG,IRF1,JUN,JUNB,JUND,NFkB (complex),RELA,SMAD3,STAT1,STAT3,TP53	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	MAP3K14	kinase	 	 	 	 	 	9.92E-04	CXCL2,CXCL8,FAS,GADD45A,IL15,IL1A,IL6,VCAM1	ACTN4,Ap1,CHUK,EGR1,IKBKB,JUN,Jnk,MAP3K14,NFKB1,NFKBIA,NFkB (complex),NOTCH1,RELA,SP1,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	caffeine	chemical drug	 	 	 	 	 	9.92E-04	CXCL8,EGR1,EPAS1,F3,FOS,LRP1,NR4A1,PPARG	ATF2,Ap1,CEBPB,CREB1,Ca2+,Creb,FOS,FOSL1,FOXO1,IGF1,IL1B,JUN,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,RELA,TP53,caffeine	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	FFAR3	g-protein coupled receptor	 	 	 	 	 	1.01E-03	CCL28,ENPP2,EYA1,IL1A,IL1B,IL1RAP,PAG1,PCSK9,VSNL1	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	histamine	chemical - endogenous mammalian	 	 	 	 	 	1.01E-03	AREG,BMP2,CXCL8,F3,FOS,GDF15,IL1B,IL6,NR4A1	ACTN4,Ap1,CSF2,EGR1,IL1,JUN,NFKB1,NFKBIA,NFKBIB,NFkB (complex),NR3C1,PRKCD,RELA,STAT3,cyclic AMP,histamine	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	MAPK9	kinase	 	 	 	 	 	1.02E-03	CEBPB,CXCL8,EGF,EGR1,FOS,IFI16,IL1B,IL6,MMP3,MMP9,NR3C2,PPARG,SCD	ATF2,Ap1,EGFR,ESR1,HMGB1,Histone h3,JUN,MAPK8,MAPK9,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,RELA,SMAD3,SP1	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	NR1D1	ligand-dependent nuclear receptor	 	 	 	 	 	1.05E-03	CTSV,EGR1,FOS,MEF2C,NUPR1,RORC	 	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	temozolomide	chemical drug	 	 	 	 	 	1.05E-03	CXCL8,FAS,ITGB3,MMP9,PMAIP1,TP63	Akt,Ap1,BCL2L1,CTNNB1,CXCL8,FOXO1,GSK3B,JUN,NFATC2,NFKB1,NFKBIA,NFkB (complex),NOTCH1,P38 MAPK,RELA,SNAI1,STAT3,TP53,temozolomide	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	L-triiodothyronine	chemical - endogenous mammalian	 	 	 	 	 	1.05E-03	C1S,CPT1B,CTH,DUSP1,EGF,EGR1,ENPP2,FAS,FKBP7,FOS,HSD11B1,IL6,ITPR1,LRP1,MMP9,NR4A1,PAQR6,PDK4,PDLIM3,PPARG,RGS2,SCD,THRB	Ap1,CEBPB,CREB1,CREBBP,EGR1,FOXO1,IRF3,Insulin,L-triiodothyronine,LDL,NFATC1,NFKB1,NFKBIA,NFkB (complex),NR1H3,PPARA,PPARG,RELA,RXRA,Rxr,SIRT1,SREBF1,THRB	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	celecoxib	chemical drug	 	 	 	 	 	1.08E-03	DNAJB9,F3,FAS,GADD45A,GDF15,IL1B,KDR,MMP9,PPARG,TP63,VCAM1	15-deoxy-delta-12,14 -PGJ 2,Ap1,EGR1,IFNG,IRF1,JUN,Jnk,NFKB1,NFKBIA,NFkB (complex),NR3C1,RELA,SP1,STAT1,STAT3,TP53,celecoxib	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	streptozocin	chemical drug	 	 	 	 	 	1.09E-03	CPT1B,EGF,FAS,FOS,IL1B,IL6,MMP9,NR3C2,PDK4,PPARG,RPS6KA6,RUNX2,SCD,SCP2,SLC2A3,VEGFA	Akt,Ap1,CREB1,Ca2+,Creb,ESR1,FOSL1,FOXO1,JUN,LEP,MTOR,NFE2L2,NFKB1,NFKBIA,NFkB (complex),NOTCH1,PPARG,RELA,SIRT1,SMAD3,SPP1,STAT3,streptozocin	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	TWIST1	transcription regulator	 	 	 	 	 	1.09E-03	CXCL8,FAS,FOS,GSN,HEG1,IL1B,IL6,ITGB3,MMP1,PAM,RUNX2,SNAI2,VEGFA	Ap1,BCL2,CREBBP,EP300,FOXO1,JUN,NFKB1,NFKBIA,NFkB (complex),NOTCH1,NR3C1,RELA,SMAD3,SP1,STAT3,TP53,TP63,TP73,TWIST1,cyclic AMP,estrogen receptor	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	alitretinoin	chemical drug	 	 	 	 	 	1.09E-03	ADAM28,CASP1,CCL20,CPM,CPT1B,DUSP1,FOS,IL6,MMP1,MMP9,PMAIP1,PPARG,SCD	CSF1,FOXO1,IL6,IRF8,JUN,NFATC1,NFKB1,NFKBIA,NFkB (complex),NR1H3,NR3C1,NR4A1,PPARA,PPARG,PPARGC1A,RELA,RXRA,STAT1,STAT3,THRB,TNF,alitretinoin	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	ELK1	transcription regulator	 	 	 	 	 	1.09E-03	BMP2,EGR1,FOS,MMP9,NUPR1,RUNX2,TPD52L1	ATF2,Ap1,Creb,ELK1,ERK,ESR1,FOS,FOSL1,HDAC1,HDAC2,HMGB1,Hdac,Histone h3,MAPK3,NFkB (complex),RELA,SMAD3,SP1,SRF,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	Gm-csf	group	 	 	 	 	 	1.09E-03	CXCL8,FAS,FOS,IL1B,IL6,MMP1,MMP9	ATF2,Akt,Ap1,CASP8,CREBBP,Creb,FOS,FOXO1,FOXO3,Gm-csf,JUN,MAPK3,NFKB1,NFKBIA,NFkB (complex),NOTCH1,P38 MAPK,PI3K (complex),RELA,STAT1,STAT3	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	TCR	complex	 	 	 	 	 	1.09E-03	AIM2,APOE,CBLB,CCR1,CXCL8,CYTIP,EGR1,FAS,FOS,GBP4,IFIH1,IL24,IL6,LIPA,MX2,NR4A1,PMAIP1,PRDM1,RNF128,SLC2A3,TNFSF13B,TNIP3,TSC22D1	Ap1,BCL6,CBL,CD28,FADD,HDAC1,IL10,IL2,IRF3,IRF8,NFKB1,NFKBIA,NFkB (complex),NR3C1,RELA,STAT1,STAT3,STAT6,TCR	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	C3	peptidase	 	 	 	 	 	1.10E-03	CD46,CXCL2,CXCL8,FOS,IL1A,IL1B,IL6,VEGFA	5-hydroxytryptamine,Ap1,C3,C5,Creb,FOXO3,IL10,LDL,NFKB1,NFKBIA,NFkB (complex),RELA,STAT1,STAT3,prostaglandin E2	
11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM	 	CFTR	ion channel	 	 	 	 	 	1.10E-03	CFH,CFI,CUBN,CXCL8,FAS,HSD17B2,ITPR1,SCD,SCP2	 	
