© 2000-2017 QIAGEN. All rights reserved.

Analysis Details for My Projects->Miyoung->11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Workspace	My Projects
Project	Miyoung
Analysis	11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Date	Wed Nov 22 07:59:42 PST 2017
Analysis ID	15714034

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Miyoung->11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Role of PKR in Interferon Induction and Antiviral Response	1.02E00	NaN	7.32E-02	CHUK,APAF1,MAP2K6	
Pyridoxal 5'-phosphate Salvage Pathway	1.02E00	NaN	6.15E-02	HIPK1,MAPK1,CDK8,MAP2K6	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	1.03E00	NaN	4.86E-02	OCRL,PPFIA1,PTPN11,HACD2,PPP2R3A,NUDT15,SYNJ1	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	1.03E00	NaN	4.86E-02	OCRL,PPFIA1,PTPN11,HACD2,PPP2R3A,NUDT15,SYNJ1	
Endometrial Cancer Signaling	1.03E00	NaN	6.25E-02	PDPK1,PTPN11,MAPK1,SOS1	
IL-2 Signaling	1.03E00	NaN	6.25E-02	PTPN11,MAPK1,JAK1,SOS1	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	1.04E00	NaN	1.05E-01	OCRL,SYNJ1	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	1.04E00	NaN	1.05E-01	OCRL,SYNJ1	
HGF Signaling	1.05E00	NaN	5.22E-02	PRKCA,PTPN11,RAP1B,MAPK1,SOS1,DOCK1	
Neuropathic Pain Signaling In Dorsal Horn Neurons	1.05E00	NaN	5.22E-02	PRKCA,PRKAR2B,PTPN11,MAPK1,CAMK4,PRKAR2A	
Netrin Signaling	1.07E00	NaN	7.69E-02	PPP3R1,PRKAR2B,PRKAR2A	
Aryl Hydrocarbon Receptor Signaling	1.07E00	NaN	4.96E-02	CCNE2,APAF1,MED1,EP300,MAPK1,RB1,TFDP1	
NF-κB Activation by Viruses	1.07E00	NaN	5.75E-02	CHUK,ITGAV,PRKCA,PTPN11,MAPK1	
IL-8 Signaling	1.08E00	NaN	4.57E-02	GNB4,CHUK,ITGAV,PRKCA,PTPN11,BCL2,MAPK1,ROCK2,CYBB	
Aldosterone Signaling in Epithelial Cells	1.08E00	NaN	4.76E-02	PDPK1,DNAJC13,PRKCA,PTPN11,MAPK1,SACS,SOS1,SLC12A2	
D-myo-inositol (1,4,5)-trisphosphate Degradation	1.08E00	NaN	1.11E-01	OCRL,SYNJ1	
Gap Junction Signaling	1.1E00	NaN	4.62E-02	PPP3R1,PRKCA,PRKAR2B,PTPN11,ADCY7,SP3,MAPK1,SOS1,PRKAR2A	
5-aminoimidazole Ribonucleotide Biosynthesis I	1.11E00	NaN	3.33E-01	PPAT,	
Glutathione Biosynthesis	1.11E00	NaN	3.33E-01	GCLM,	
Tetrahydrobiopterin Biosynthesis I	1.11E00	NaN	3.33E-01	GCH1,	
Tetrahydrobiopterin Biosynthesis II	1.11E00	NaN	3.33E-01	GCH1,	
Thyroid Hormone Metabolism I (via Deiodination)	1.11E00	NaN	3.33E-01	DIO2,	
Thyronamine and Iodothyronamine Metabolism	1.11E00	NaN	3.33E-01	DIO2,	
Growth Hormone Signaling	1.11E00	NaN	5.88E-02	PDPK1,PRKCA,JAK2,PTPN11,MAPK1	
NRF2-mediated Oxidative Stress Response	1.12E00	NaN	4.66E-02	FKBP5,DNAJC13,PRKCA,PTPN11,EP300,AOX1,MAPK1,GCLM,MAP2K6	
Gαs Signaling	1.12E00	NaN	5.45E-02	GNB4,PRKAR2B,ADCY7,EP300,MAPK1,PRKAR2A	
Colorectal Cancer Metastasis Signaling	1.15E00	NaN	4.44E-02	TLR4,APPL1,GNB4,JAK2,PRKAR2B,PTPN11,ADCY7,MAPK1,JAK1,SOS1,PRKAR2A	
Regulation of the Epithelial-Mesenchymal Transition Pathway	1.16E00	NaN	4.76E-02	FGF5,JAK2,PTPN11,MAML1,MAPK1,JAK1,MAP2K6,SOS1,PYGO1	
Gαq Signaling	1.16E00	NaN	4.97E-02	GNB4,CHUK,PPP3R1,PRKCA,PTPN11,MAPK1,CAMK4,ROCK2	
Granzyme B Signaling	1.17E00	NaN	1.25E-01	APAF1,LMNB1	
HMGB1 Signaling	1.17E00	NaN	5.26E-02	TLR4,KAT6A,PTPN11,CCL2,MAPK1,KAT6B,MAP2K6	
IL-17A Signaling in Fibroblasts	1.18E00	NaN	8.57E-02	CHUK,CCL2,MAPK1	
Glutamate Receptor Signaling	1.18E00	NaN	7.02E-02	HOMER1,GRIP1,CAMK4,GLS	
CD28 Signaling in T Helper Cells	1.19E00	NaN	5.30E-02	ACTR2,CHUK,PDPK1,PPP3R1,HLA-DQA1,PTPN11,CAMK4	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	1.2E00	NaN	6.25E-02	CHUK,PPP3R1,MAPK1,CAMK4,SOS1	
Cell Cycle Control of Chromosomal Replication	1.2E00	NaN	7.14E-02	DNA2,CDK19,MCM9,CDK8	
Role of JAK2 in Hormone-like Cytokine Signaling	1.21E00	NaN	8.82E-02	JAK2,PTPN11,JAK1	
Regulation of eIF4 and p70S6K Signaling	1.21E00	NaN	5.10E-02	PDPK1,EIF3A,PTPN11,EIF4G3,MAPK1,PPP2R3A,PPP2R2C,SOS1	
PI3K Signaling in B Lymphocytes	1.22E00	NaN	5.38E-02	TLR4,CHUK,PDPK1,PPP3R1,MAPK1,CAMK4,CBL	
VEGF Signaling	1.23E00	NaN	5.83E-02	PRKCA,PTPN11,BCL2,MAPK1,ROCK2,SOS1	
IL-17A Signaling in Airway Cells	1.24E00	NaN	6.41E-02	CHUK,JAK2,PTPN11,MAPK1,JAK1	
Gustation Pathway	1.26E00	NaN	5.51E-02	PDE8A,PDE11A,PDE7A,PANX1,PRKAR2B,ADCY7,PRKAR2A	
Cholecystokinin/Gastrin-mediated Signaling	1.27E00	NaN	5.94E-02	PRKCA,MAPK1,ROCK2,MAP2K6,EPHA4,SOS1	
Calcium Signaling	1.27E00	NaN	5.00E-02	PPP3R1,PRKAR2B,EP300,RAP1B,MAPK1,TRPC3,CAMK4,ATP2A2,PRKAR2A	
BMP signaling pathway	1.27E00	NaN	6.58E-02	PRKAR2B,MAPK1,CAMK4,SOS1,PRKAR2A	
Glutamine Degradation I	1.28E00	NaN	5.00E-01	GLS,	
DNA Double-Strand Break Repair by Homologous Recombination	1.28E00	NaN	1.43E-01	BRCA2,NBN	
γ-glutamyl Cycle	1.28E00	NaN	1.43E-01	GCLM,CHAC2	
TREM1 Signaling	1.3E00	NaN	6.67E-02	TLR4,JAK2,NLRP3,CCL2,MAPK1	
Docosahexaenoic Acid (DHA) Signaling	1.3E00	NaN	7.69E-02	PDPK1,APAF1,PTPN11,BCL2	
ErbB Signaling	1.32E00	NaN	6.12E-02	PDPK1,PRKCA,PTPN11,MAPK1,MAP2K6,SOS1	
TR/RXR Activation	1.32E00	NaN	6.12E-02	STRBP,PTPN11,MED1,EP300,CAMK4,DIO2	
Amyloid Processing	1.32E00	NaN	7.84E-02	CDK5R1,PRKAR2B,MAPK1,PRKAR2A	
GM-CSF Signaling	1.34E00	NaN	6.85E-02	PPP3R1,JAK2,PTPN11,MAPK1,SOS1	
ErbB4 Signaling	1.36E00	NaN	6.94E-02	PDPK1,PRKCA,PTPN11,MAPK1,SOS1	
Role of MAPK Signaling in the Pathogenesis of Influenza	1.36E00	NaN	6.94E-02	PRKCA,BCL2,CCL2,MAPK1,MAP2K6	
Chemokine Signaling	1.38E00	NaN	7.04E-02	PRKCA,CCL2,MAPK1,CAMK4,ROCK2	
Ovarian Cancer Signaling	1.4E00	NaN	5.56E-02	PRKAR2B,PTPN11,BCL2,MAPK1,BRCA2,RB1,TFDP1,PRKAR2A	
ILK Signaling	1.4E00	NaN	5.08E-02	FERMT2,PDPK1,RSU1,PTPN11,EP300,MAPK1,PPP2R3A,PPP2R2C,MAP2K6,DOCK1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	1.41E00	NaN	6.45E-02	MYO5A,ACTR2,PRKCA,MAPK1,CBL,DOCK1	
EGF Signaling	1.45E00	NaN	7.35E-02	PRKCA,PTPN11,MAPK1,JAK1,SOS1	
IL-7 Signaling Pathway	1.45E00	NaN	6.59E-02	PDPK1,PTPN11,BCL2,MAPK1,JAK1,SOS1	
Apoptosis Signaling	1.47E00	NaN	6.67E-02	CHUK,APAF1,PRKCA,BIRC6,BCL2,MAPK1	
Nitric Oxide Signaling in the Cardiovascular System	1.49E00	NaN	6.19E-02	PRKCA,PRKAR2B,PTPN11,MAPK1,CAMK4,ATP2A2,PRKAR2A	
Neuregulin Signaling	1.51E00	NaN	6.82E-02	CDK5R1,PDPK1,PRKCA,PTPN11,MAPK1,SOS1	
Thrombopoietin Signaling	1.52E00	NaN	7.69E-02	PRKCA,JAK2,PTPN11,MAPK1,SOS1	
Telomerase Signaling	1.53E00	NaN	6.31E-02	PDPK1,PTPN11,MAPK1,PPP2R3A,PPP2R2C,RB1,SOS1	
HIPPO signaling	1.53E00	NaN	6.90E-02	LATS1,SKP2,MOB1A,TEAD1,PPP2R3A,PPP2R2C	
LPS-stimulated MAPK Signaling	1.53E00	NaN	6.90E-02	TLR4,CHUK,PRKCA,PTPN11,MAPK1,MAP2K6	
PEDF Signaling	1.53E00	NaN	6.90E-02	TCF12,CHUK,PTPN11,BCL2,MAPK1,ROCK2	
CREB Signaling in Neurons	1.54E00	NaN	5.38E-02	GNB4,PRKCA,PRKAR2B,PTPN11,ADCY7,EP300,MAPK1,CAMK4,SOS1,PRKAR2A	
P2Y Purigenic Receptor Signaling Pathway	1.55E00	NaN	5.97E-02	GNB4,PRKCA,PRKAR2B,PTPN11,ADCY7,EP300,MAPK1,PRKAR2A	
FLT3 Signaling in Hematopoietic Progenitor Cells	1.55E00	NaN	6.98E-02	PDPK1,PTPN11,EP300,MAPK1,CBL,SOS1	
Leptin Signaling in Obesity	1.55E00	NaN	6.98E-02	JAK2,PRKAR2B,PTPN11,ADCY7,MAPK1,PRKAR2A	
T Cell Receptor Signaling	1.56E00	NaN	6.42E-02	CHUK,PPP3R1,PTPN11,MAPK1,CAMK4,CBL,SOS1	
Thio-molybdenum Cofactor Biosynthesis	1.57E00	NaN	1.00E00	MOCOS,	
CNTF Signaling	1.57E00	NaN	7.94E-02	JAK2,PTPN11,MAPK1,JAK1,SOS1	
IL-17 Signaling	1.58E00	NaN	7.06E-02	JAK2,PTPN11,CCL2,MAPK1,JAK1,MAP2K6	
p70S6K Signaling	1.59E00	NaN	6.06E-02	PDPK1,PRKCA,PTPN11,MAPK1,JAK1,PPP2R3A,PPP2R2C,SOS1	
Cardiac Hypertrophy Signaling	1.59E00	NaN	5.08E-02	GNB4,PPP3R1,PRKAR2B,PTPN11,ADCY7,EP300,MAPK1,CAMK4,ROCK2,MAP2K6,SOS1,PRKAR2A	
JAK/Stat Signaling	1.62E00	NaN	7.23E-02	JAK2,PTPN11,MAPK1,JAK1,PIAS1,SOS1	
Mechanisms of Viral Exit from Host Cells	1.63E00	NaN	9.76E-02	LMNB1,PRKCA,VPS36,CHMP3	
tRNA Splicing	1.63E00	NaN	9.76E-02	PDE8A,PDE11A,PDE7A,TSEN15	
Neuroinflammation Signaling Pathway	1.68E00	NaN	4.82E-02	CHUK,JAK2,HLA-DQA1,EP300,JAK1,TLR4,PPP3R1,NLRP3,PTPN11,BIRC6,BCL2,CCL2,MAPK1,CYBB,GLS	
RANK Signaling in Osteoclasts	1.7E00	NaN	6.86E-02	CHUK,PPP3R1,PTPN11,MAPK1,CAMK4,MAP2K6,CBL	
Role of CHK Proteins in Cell Cycle Checkpoint Control	1.74E00	NaN	8.77E-02	E2F8,PPP2R3A,PPP2R2C,E2F3,NBN	
fMLP Signaling in Neutrophils	1.75E00	NaN	6.50E-02	GNB4,ACTR2,PPP3R1,PRKCA,PTPN11,MAPK1,CAMK4,CYBB	
Huntington's Disease Signaling	1.75E00	NaN	5.20E-02	GNB4,APAF1,EP300,SOS1,TAF4,CDK5R1,PDPK1,PRKCA,TCERG1,PTPN11,MAPK1,RCOR1,GLS	
G-Protein Coupled Receptor Signaling	1.76E00	NaN	5.07E-02	CHUK,PRKAR2B,ADCY7,EP300,CAMK4,SOS1,PDE8A,PDPK1,PDE11A,PDE7A,PRKCA,PTPN11,MAPK1,PRKAR2A	
Dopamine Receptor Signaling	1.77E00	NaN	7.79E-02	GCH1,PRKAR2B,ADCY7,PPP2R3A,PPP2R2C,PRKAR2A	
Neurotrophin/TRK Signaling	1.77E00	NaN	7.79E-02	PDPK1,PTPN11,EP300,MAPK1,MAP2K6,SOS1	
CDK5 Signaling	1.77E00	NaN	7.07E-02	CDK5R1,PRKAR2B,ADCY7,MAPK1,PPP2R3A,PPP2R2C,PRKAR2A	
Synaptic Long Term Potentiation	1.77E00	NaN	6.56E-02	PPP3R1,PRKCA,PRKAR2B,EP300,RAP1B,MAPK1,CAMK4,PRKAR2A	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	1.8E00	NaN	5.67E-02	TLR4,CHUK,PRKCA,JAK2,PTPN11,RAP1B,MAPK1,JAK1,PPP2R3A,PPP2R2C,CYBB	
GNRH Signaling	1.81E00	NaN	6.25E-02	PRKCA,PRKAR2B,ADCY7,EP300,MAPK1,CAMK4,MAP2K6,SOS1,PRKAR2A	
Interferon Signaling	1.82E00	NaN	1.11E-01	JAK2,BCL2,JAK1,PIAS1	
Fc Epsilon RI Signaling	1.83E00	NaN	6.72E-02	OCRL,PDPK1,PRKCA,PTPN11,MAPK1,MAP2K6,SYNJ1,SOS1	
Ephrin B Signaling	1.87E00	NaN	8.22E-02	GNB4,ITSN1,ITSN2,MAPK1,ROCK2,CBL	
Dopamine-DARPP32 Feedback in cAMP Signaling	1.88E00	NaN	6.10E-02	PPP3R1,PRKCA,PRKAR2B,ADCY7,EP300,CAMK4,PPP2R3A,PPP2R2C,ATP2A2,PRKAR2A	
Melatonin Signaling	1.9E00	NaN	8.33E-02	PRKCA,PRKAR2B,MAPK1,CAMK4,MAP2K6,PRKAR2A	
Oncostatin M Signaling	1.9E00	NaN	1.18E-01	JAK2,MAPK1,JAK1,SOS1	
IL-1 Signaling	1.93E00	NaN	7.61E-02	GNB4,CHUK,PRKAR2B,ADCY7,MAPK1,MAP2K6,PRKAR2A	
FGF Signaling	1.95E00	NaN	7.69E-02	FGF5,PRKCA,PTPN11,EP300,MAPK1,MAP2K6,SOS1	
Corticotropin Releasing Hormone Signaling	1.96E00	NaN	7.08E-02	PRKCA,PRKAR2B,ADCY7,EP300,RAP1B,MAPK1,CAMK4,PRKAR2A	
GP6 Signaling Pathway	1.99E00	NaN	6.72E-02	COL4A1,COL12A1,COL5A2,PDPK1,PRKCA,PTPN11,KLF12,RAP1B,CAMK4	
IL-4 Signaling	2E00	NaN	7.87E-02	OCRL,JAK2,HLA-DQA1,PTPN11,JAK1,SYNJ1,SOS1	
Relaxin Signaling	2.01E00	NaN	6.37E-02	PDE8A,GNB4,PDE11A,PDE7A,PRKAR2B,PTPN11,ADCY7,RAP1B,MAPK1,PRKAR2A	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	2.01E00	NaN	1.02E-01	SKP2,EP300,HIPK2,WEE1,BORA	
PPARα/RXRα Activation	2.03E00	NaN	6.11E-02	CHUK,PRKCA,JAK2,PRKAR2B,ADCY7,MED1,EP300,MAPK1,MAP2K6,SOS1,PRKAR2A	
G Beta Gamma Signaling	2.03E00	NaN	7.95E-02	GNB4,PDPK1,PRKCA,PRKAR2B,MAPK1,SOS1,PRKAR2A	
Lymphotoxin β Receptor Signaling	2.04E00	NaN	8.96E-02	CHUK,PDPK1,APAF1,PTPN11,EP300,MAPK1	
TGF-β Signaling	2.06E00	NaN	8.05E-02	INHBA,BCL2,EP300,MAPK1,PMEPA1,MAP2K6,SOS1	
α-Adrenergic Signaling	2.06E00	NaN	8.05E-02	GNB4,PRKCA,PRKAR2B,ADCY7,MAPK1,CAMK4,PRKAR2A	
Calcium-induced T Lymphocyte Apoptosis	2.08E00	NaN	9.09E-02	PPP3R1,PRKCA,HLA-DQA1,EP300,CAMK4,ATP2A2	
Mitotic Roles of Polo-Like Kinase	2.08E00	NaN	9.09E-02	SLK,PLK4,PPP2R3A,PPP2R2C,WEE1,FBXO5	
ERK/MAPK Signaling	2.1E00	NaN	6.00E-02	VRK2,PRKCA,PRKAR2B,PTPN11,EP300,RAP1B,MAPK1,PPP2R3A,PPP2R2C,SOS1,DOCK1,PRKAR2A	
Chronic Myeloid Leukemia Signaling	2.11E00	NaN	7.55E-02	CHUK,E2F8,PTPN11,MAPK1,RB1,E2F3,TFDP1,SOS1	
IGF-1 Signaling	2.11E00	NaN	7.55E-02	PDPK1,JAK2,PRKAR2B,PTPN11,MAPK1,JAK1,SOS1,PRKAR2A	
IL-3 Signaling	2.16E00	NaN	8.43E-02	PPP3R1,PRKCA,JAK2,PTPN11,MAPK1,JAK1,SOS1	
Prolactin Signaling	2.16E00	NaN	8.43E-02	PDPK1,PRKCA,JAK2,PTPN11,EP300,MAPK1,SOS1	
Erythropoietin Signaling	2.22E00	NaN	8.64E-02	PDPK1,PRKCA,JAK2,PTPN11,MAPK1,CBL,SOS1	
Role of NFAT in Cardiac Hypertrophy	2.22E00	NaN	6.22E-02	GNB4,PPP3R1,PRKCA,PRKAR2B,PTPN11,ADCY7,EP300,MAPK1,CAMK4,MAP2K6,SOS1,PRKAR2A	
Renin-Angiotensin Signaling	2.25E00	NaN	7.38E-02	PRKCA,JAK2,PRKAR2B,PTPN11,ADCY7,CCL2,MAPK1,SOS1,PRKAR2A	
B Cell Receptor Signaling	2.26E00	NaN	6.28E-02	CHUK,OCRL,PDPK1,PPP3R1,PTPN11,EP300,RAP1B,MAPK1,CAMK4,MAP2K6,SYNJ1,SOS1	
Axonal Guidance Signaling	2.26E00	NaN	4.87E-02	GNB4,ACTR2,SEMA3E,ITSN1,PRKAR2B,PAPPA,ROCK2,SEMA3D,EPHA4,SOS1,ADAMTS1,DOCK1,LNPEP,AFG3L2,PPP3R1,PRKCA,PTPN11,SEMA7A,RAP1B,MAPK1,PRKAR2A,PLXNA2	
NGF Signaling	2.28E00	NaN	7.44E-02	CHUK,PDPK1,PTPN11,EP300,TRIO,RAP1B,MAPK1,ROCK2,SOS1	
Nur77 Signaling in T Lymphocytes	2.31E00	NaN	1.02E-01	APAF1,PPP3R1,HLA-DQA1,BCL2,EP300,CAMK4	
Melanocyte Development and Pigmentation Signaling	2.32E00	NaN	8.16E-02	PRKAR2B,PTPN11,ADCY7,BCL2,EP300,MAPK1,SOS1,PRKAR2A	
Antiproliferative Role of TOB in T Cell Signaling	2.32E00	NaN	1.54E-01	CCNE2,SKP2,MAPK1,RB1	
PTEN Signaling	2.32E00	NaN	7.56E-02	CHUK,OCRL,PDPK1,BCL2,MAPK1,MAGI3,CBL,SYNJ1,SOS1	
Non-Small Cell Lung Cancer Signaling	2.34E00	NaN	9.09E-02	PDPK1,PRKCA,PTPN11,MAPK1,RB1,TFDP1,SOS1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	2.39E00	NaN	1.60E-01	JAK2,PTPN11,MAPK1,JAK1	
Glioma Signaling	2.45E00	NaN	7.89E-02	PRKCA,E2F8,PTPN11,MAPK1,CAMK4,RB1,E2F3,TFDP1,SOS1	
cAMP-mediated signaling	2.47E00	NaN	6.17E-02	AKAP2,PRKAR2B,ADCY7,EP300,CAMK4,PDE8A,AKAP12,PDE11A,PDE7A,PPP3R1,MAPK1,AKAP11,AKAP1,PRKAR2A	
Type I Diabetes Mellitus Signaling	2.52E00	NaN	8.11E-02	CHUK,APAF1,JAK2,HLA-DQA1,BCL2,MAPK1,JAK1,PIAS1,MAP2K6	
p53 Signaling	2.52E00	NaN	8.11E-02	STAG1,APAF1,PTPN11,MED1,BCL2,EP300,PIAS1,HIPK2,RB1	
PDGF Signaling	2.54E00	NaN	8.89E-02	OCRL,PRKCA,JAK2,PTPN11,MAPK1,JAK1,SYNJ1,SOS1	
Ephrin Receptor Signaling	2.56E00	NaN	6.86E-02	GNB4,ACTR2,ITSN1,JAK2,PTPN11,SORBS1,EP300,RAP1B,MAPK1,ROCK2,EPHA4,SOS1	
AMPK Signaling	2.67E00	NaN	6.48E-02	PRKAR2B,PBRM1,PPAT,SMARCA2,EP300,PPP2R3A,PPP2R2C,RAB9B,PDPK1,PTPN11,ARID2,MAPK1,ARID1A,PRKAR2A	
Small Cell Lung Cancer Signaling	2.7E00	NaN	9.41E-02	CCNE2,CHUK,APAF1,PTPN11,SKP2,BCL2,RB1,TFDP1	
Cell Cycle: G1/S Checkpoint Regulation	2.72E00	NaN	1.06E-01	CCNE2,E2F8,SKP2,BMI1,RB1,E2F3,TFDP1	
Inflammasome pathway	2.76E00	NaN	2.00E-01	TLR4,NEK7,PANX1,NLRP3	
Hereditary Breast Cancer Signaling	2.76E00	NaN	7.64E-02	PBRM1,PTPN11,ARID2,SMARCA2,EP300,BARD1,BRCA2,RB1,WEE1,ARID1A,NBN	
Pancreatic Adenocarcinoma Signaling	2.84E00	NaN	8.33E-02	JAK2,E2F8,PTPN11,BCL2,MAPK1,JAK1,BRCA2,RB1,E2F3,TFDP1	
iNOS Signaling	2.92E00	NaN	1.33E-01	TLR4,CHUK,JAK2,MAPK1,JAK1,CAMK4	
Androgen Signaling	3.1E00	NaN	9.01E-02	GTF2H2,GNB4,GTF2H3,PRKCA,PRKAR2B,TAF2,EP300,MAPK1,CAMK4,PRKAR2A	
PI3K/AKT Signaling	3.26E00	NaN	8.80E-02	CHUK,OCRL,PDPK1,JAK2,BCL2,MAPK1,JAK1,PPP2R3A,PPP2R2C,SYNJ1,SOS1	
Breast Cancer Regulation by Stathmin1	3.36E00	NaN	7.32E-02	CCNE2,GNB4,PRKAR2B,ADCY7,CAMK4,PPP2R3A,PPP2R2C,E2F3,ROCK2,SOS1,PRKCA,E2F8,PTPN11,MAPK1,PRKAR2A	
Insulin Receptor Signaling	3.38E00	NaN	8.51E-02	OCRL,PDPK1,JAK2,PRKAR2B,PTPN11,STXBP4,MAPK1,JAK1,CBL,SYNJ1,SOS1,PRKAR2A	
Cell Cycle Regulation by BTG Family Proteins	3.38E00	NaN	1.62E-01	CCNE2,E2F8,PPP2R3A,PPP2R2C,RB1,E2F3	
Assembly of RNA Polymerase II Complex	3.46E00	NaN	1.40E-01	TAF13,TAF4,GTF2H2,GTF2H3,TAF2,TAF3,TAF5L	
Cyclins and Cell Cycle Regulation	3.55E00	NaN	1.13E-01	CCNE2,E2F8,SKP2,PPP2R3A,PPP2R2C,RB1,E2F3,TFDP1,WEE1	
Prostate Cancer Signaling	3.56E00	NaN	1.03E-01	CCNE2,CHUK,PDPK1,PTPN11,BCL2,EP300,MAPK1,RB1,TFDP1,SOS1	
Protein Kinase A Signaling	3.66E00	NaN	6.00E-02	GNB4,CHUK,PTPRB,AKAP2,PRKAR2B,ADCY7,EP300,PTPN3,CAMK4,ROCK2,PDE8A,AKAP12,PTPRK,PDE11A,PDE7A,PPP3R1,PRKCA,PTPN11,PTPN21,RAP1B,MAPK1,AKAP11,AKAP1,PRKAR2A	
Molecular Mechanisms of Cancer	3.76E00	NaN	6.09E-02	CCNE2,APAF1,JAK2,PRKAR2B,ADCY7,EP300,JAK1,CDK8,E2F3,CBL,SOS1,NBN,CDK19,PRKCA,E2F8,PTPN11,BCL2,RAP1B,MAPK1,HIPK2,RB1,MAP2K6,TFDP1,PRKAR2A	
Estrogen-mediated S-phase Entry	4.28E00	NaN	2.31E-01	CCNE2,E2F8,SKP2,RB1,E2F3,TFDP1	
Glucocorticoid Receptor Signaling	4.32E00	NaN	6.78E-02	GTF2H3,CHUK,JAK2,PBRM1,TAF2,MED1,SMARCA2,EP300,JAK1,TAF3,SOS1,TAF13,TAF4,GTF2H2,FKBP5,PPP3R1,PTPN11,ARID2,BCL2,CCL2,MAPK1,ARID1A,TAF5L	
Cardiac β-adrenergic Signaling	4.61E00	NaN	1.00E-01	GNB4,AKAP2,PRKAR2B,ADCY7,PPP2R3A,PPP2R2C,ATP2A2,PDE8A,AKAP12,PDE11A,PDE7A,AKAP11,AKAP1,PRKAR2A	
RAR Activation	4.82E00	NaN	8.95E-02	REL,GTF2H3,JAK2,PRKAR2B,PBRM1,ADCY7,MED1,SMARCA2,EP300,TAF4,GTF2H2,PDPK1,PRKCA,ARID2,MAPK1,ARID1A,PRKAR2A	
Role of BRCA1 in DNA Damage Response	5.04E00	NaN	1.38E-01	BRIP1,E2F8,PBRM1,ARID2,SMARCA2,BARD1,BRCA2,RB1,E2F3,ARID1A,NBN	
Estrogen Receptor Signaling	5.05E00	NaN	1.09E-01	MED13L,GTF2H3,TAF2,MED1,EP300,TAF3,CDK8,SOS1,TAF13,TAF4,GTF2H2,MAPK1,TRRAP,TAF5L	

Upstream Regulators for My Projects->Miyoung->11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Analysis	ID	Upstream Regulator	Molecule Type	Predicted Activation State	Activation z-score	Notes	Bias Term	Bias-corrected z-score	p-value of overlap	Target molecules in dataset	Mechanistic Network	
11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM	 	CCND1	transcription regulator	 	 	 	 	 	1.00E-08	AHNAK,ASPM,ATAD2,BCL2,BRIP1,CCNE2,CDCA7,CENPK,COL5A2,DDIAS,E2F8,EMSY,ESCO2,FAM120A,ITGAV,ITSN2,KIAA1524,KMT2A,KNL1,MEIS2,PCLAF,PMEPA1,QKI,RB1,RHPN2,ST6GALNAC5,UHRF1,UTRN,ZNF367,ZNF462	CCND1,CDKN1A,E2F4,RB1,TP53	
11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM	 	CDKN2A	transcription regulator	 	 	 	 	 	5.62E-06	APAF1,ATAD2,BARD1,BCL2,BMI1,BUB1B,CCL2,CENPK,E2F3,FBXO5,GTSE1,HMGB2,ITGAV,JAK2,LIN9,NPAT,PMEPA1,RAD51AP1,RB1,RMI1,SKP2,TFDP1,TLR4	CCND1,CDKN1A,CDKN2A,E2F4,RB1,TP53	
11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM	 	NUPR1	transcription regulator	 	 	 	 	 	2.02E-05	AKAP12,ARHGEF26,ASPM,ATP8B1,BUB1B,CEP97,CHUK,DENND5B,DNMT3B,E2F8,GCH1,GPR1,GTSE1,KNL1,LMNB1,MKL2,NAA40,NEMP1,PM20D2,POLQ,RMI1,SAMHD1,SIPA1L2,SKP2,SLF1,SPIN4,STIL,SYNE2,USP36,WNK1,XRCC2	 	
